user_id,track_name,rating
844,sweet home alabama,2
690,southern comfort,5
899,falling down,2
362,old man took,5
558,i still can't believe you're gone,5
203,"rock is my life, and this is my song",2
884,(how will i know) i'm falling in love again,4
906,choo choo ch'boogie,2
148,if you could touch her at all,2
673,now she's gone,2
437,heaven and hell,5
321,phases and stages (theme)/washing the dishes,3
335,medley: cold cold cold / tripe face boogie,5
743,johnny too bad,4
532,county fair,1
102,better change,1
753,you can close your eyes,5
959,phases and stages (theme)/walkin',4
503,you've really got a hold on me,5
586,tears of the lonely,3
714,low down ways,4
750,changing horses,4
994,waterhole,1
463,"crying, waiting, hoping",3
155,fanfare,1
109,the crying clown,4
42,john ed sang cowpoke,3
909,flat broke love,5
746,struttin' my stuff,5
779,made to love you,5
789,we should be together,4
23,i will always love you,5
868,one more time,5
470,barstool mountain,4
564,you belong to me,3
589,deal,3
621,play on love,2
848,old tennessee,2
31,the old rugged cross,2
147,blind feeling,4
311,gonna get by,2
806,aspen/these days,3
653,walkin' and talkin',1
17,precious memories,2
788,mercenary territory,5
500,lovin' me along,1
467,brother jacob,4
925,cum hear the band,3
485,down to the line,2
668,when i'm gone,3
808,many rivers to cross,1
702,rock of ages,4
448,this old heart won't let go,5
38,don't let the blues get you down,4
660,hard times comin',1
703,miss tara,2
276,long black veil,4
36,day's dawning,2
857,that song is driving me crazy,4
851,seasons,5
717,i'm not a fool anymore,3
700,next time,4
142,"hey mister, that's me up on the jukebox",4
476,she's keepin time,1
973,(i'll give you) money,4
505,fool for the city,4
34,sleepless nights,4
553,"win, lose or draw",2
124,feelins',5
514,rags and bones,5
580,way down,1
773,my own best friend,1
989,feel for me,3
578,at the cross,2
70,dreaming my dreams with you,4
565,it makes no difference,5
753,can i sleep in your arms,1
480,amanda,2
704,forgiving you was easy,5
875,hollywood hopeful,4
99,my heros have always been cowboys,1
789,remember me (when the candle lights are gleaming),1
120,all that you dream (with linda ronstadt),3
74,the class of '57,2
852,i couldn't believe it was true,3
452,if you've got the money i've got the time,5
469,angel flying too close to the ground,1
721,rainy day people,1
764,out of hand,3
579,georgia on my mind,5
850,time of the preacher theme,2
151,never been any reason,4
666,she's actin' single (i'm drinkin' doubles),4
713,dream weaver,1
228,fooled around and fell in love,1
38,love is alive,4
833,i've been a long time leaving (but i'll be a long time gone),1
671,all of me,1
229,help me make it through the night,3
584,you're my best friend,2
6,the bargain store,1
725,there goes another love song,4
83,away from home,2
651,amazing grace,1
124,blue skies,1
411,pictures,2
146,the ties that bind,5
523,public domain,5
326,something to reach for,5
737,it takes time,3
792,old dan's records,3
523,i cheated me right out of you,1
8,cold on the shoulder,1
138,let's turn back the years,5
160,living in the promiseland,3
455,heartaches of a fool,4
496,(i'd be) a legend in my time,2
977,virginia,1
82,i'm gonna hurt her on the radio,5
44,let's all help the cowboys (sing the blues),2
360,look what thoughts will do,2
193,don quixote,1
366,thank you world,3
53,blue skies,5
311,long hot summer days,3
234,that's all right,4
880,tomorrow you'll be gone,2
670,beyond the reef,5
653,love has lost again,4
96,protocol,1
289,inside of my guitar,1
686,let my love be your pillow,4
923,so good woman,4
210,heaven and hell,5
339,precious memories,1
653,the last gunfighter ballad,3
612,"goodbye, so long",4
692,knee deep in the blues,4
209,what goes on when the sun goes down,5
641,wind of change,5
502,in the garden,3
760,there is a fountain,5
22,sweet bye & bye,4
907,go on blues,3
733,ready for the times to get better,5
954,i couldn't keep from crying,1
827,carry me away,4
57,amazing grace,3
204,daughter of a railroad man,2
336,the fire that keeps you warm,5
209,mister teardrop,3
528,my heroes have always been cowboys,3
729,race among the ruins,4
311,family reunion,1
677,i can't help myself,3
202,mohammed's radio,2
602,he's just an old love turned memory,4
476,today's the day,2
36,love lifted me,3
687,(i got the) same old blues,2
732,drivin' my life away,1
970,if you don't like hank williams,3
678,a white sport coat (with ray conniff),4
122,(ghost) riders in the sky,3
905,living on the run,4
757,i'll sleep when i'm dead,2
345,jumping jack flash,1
645,do you right tonight,3
820,white sugar,2
313,there stands the glass,4
390,song of the bandit,2
883,livin' in the west,2
153,memory,3
44,big butter and egg man,1
5,crippled crow,3
427,love surrounds me,2
256,false faces,3
375,sweet virginia,3
320,we must believe in magic,2
811,takin' the time to find,3
417,sorrow lives here,4
373,in the end,1
513,time on my hands,1
911,loose ends,2
557,it's not too late,2
296,give it away,3
844,after the ball,2
491,tug of love,2
423,gunsmoke,3
828,end of the show,3
536,heavenly blues,2
945,hearin' my heart talkin',5
214,tonight my love,5
68,mystery train,1
28,all alone,4
626,gettin' lucky,2
22,home in my hand,4
446,that's the way love goes,1
111,you're so close to me,2
160,california blues,1
317,i should have never started lovin' you,3
531,dancin' eyes,4
515,where beauty lives in memory,4
874,just think,5
370,early morning song,2
339,i never go around mirrors,1
67,i want to be with you always,5
11,album tag song,3
488,lose your heart,1
846,an old time family bluegrass band,5
103,just to satisfy you,3
80,i just wanna believe,4
89,here to love you,5
896,when i stop dreaming,5
34,ten years of this,2
133,all i wanna do in life,3
430,ain't your memory got no pride at all,1
569,bake,2
377,nothing you can do,3
489,i love you a thousand ways,2
505,always late (with your kisses),5
217,still falling for you,1
342,(putting my) heart on the line,1
855,when my last song is sung,3
802,got a letter from my kid today,2
386,getting in my way,2
828,one more time,4
76,time,4
846,holdin' on to you,2
340,laid back and wasted,3
159,"it's all wrong, but it's all right",2
47,till the end,5
492,the last gunfighter ballad,2
938,you and i,1
704,just dropped in,1
52,sweet music man,4
450,you are,3
24,what a fool believes,3
903,y'all come back saloon,1
212,that smell,5
778,applejack,3
394,it's so easy,1
131,what a difference you've made in my life,2
774,river song,5
608,some broken hearts never mend,3
857,it was almost like a song,2
555,bougainvillea,5
55,old time lovin',1
916,sweet music man,3
798,making believe,5
488,promises made,3
189,she never spoke spanish to me,4
666,once upon a time,2
739,you're the one,4
577,lessons learned,4
757,sweet caroline,2
55,friday night,4
294,i think i'm gonna kill myself,5
101,i got stripes (with george jones),2
253,if you see me getting smaller,4
526,holy man,2
481,minute by minute,2
264,cathedral,3
440,life in a song,2
435,a working man can't get nowhere today,1
370,moonshine,2
974,tears of the lonely,1
912,join the band,5
392,limehouse blues,4
529,love comes love goes,3
20,it'll be her,5
439,you've got a hold on me,1
395,song of ireland,1
986,someone loves you honey,4
877,it's a cowboy lovin' night,3
921,all that you dream,1
411,i'm a memory,1
713,i walk the line,2
335,"sleep tight, goodnight man",5
447,roll in my sweet baby's arms,2
289,feeling alright?,1
145,it's too late to love me now,3
283,love is a mystery,1
360,evileen,3
129,not fade away,5
891,chevrolet,2
253,hurting for you,5
159,heart to heart,2
536,fingernails,5
161,i love my label,5
375,no reason,1
508,suicide,5
918,love me tender,3
495,the wayward wind,2
369,lover goodbye,1
573,over the rainbow,1
789,always be together,1
164,lone wolf,1
868,onomatopoeia,5
167,della's long brown hair,4
334,all the time in the world,5
912,mohammed's radio,2
163,i wanna fall in love,5
977,maureen,3
555,all i'm missing is you,3
389,with you gone,4
256,take your time,1
101,don't believe my heart can stand another you,5
942,someday soon,4
655,nobody,3
997,we're through forever ('til tomorrow),3
445,normal love,2
307,one more time,2
528,tonight,5
862,don't want to live without it,2
467,when i'm with you,5
827,baby,3
201,unchained melody,3
130,it's been a great afternoon,4
717,"ooh baby, baby",1
199,johnny strikes up the band,4
770,my bucket's got a hole in it,4
783,mind your own business,5
185,every time two fools collide,3
93,you're gonna change (or i'm gonna leave),3
127,i really got the feeling,3
458,weary blues from waitin',4
823,i wish that i could hurt that way again,1
396,take these chains from my heart,4
801,i'm always on a mountain when i fall,3
551,september song,5
750,dear john,2
525,accidentally like a martyr,2
312,settin' the woods on fire,3
825,"lawyers, guns and money",3
777,your cheatin' heart,4
804,"hey, good lookin'",3
412,honky tonk blues,2
161,runaway,5
699,roland the headless thompson gunner,1
877,san antonio stroll,3
766,stardust,4
130,count on me,5
492,"cold, cold heart",3
677,tonight the bottle let me down,4
304,missing angel,5
613,large time,1
406,why have you left the one you left me for,3
492,i just want to love you,1
571,i'm a fool for you,5
996,i can't believe she gives it all to me,5
534,you never change,1
577,tomorrow,3
699,tule's blues,5
371,no walls no ceilings no floors,4
984,tennessee bottle,3
810,imaginary lover,2
191,let's take the long way around the world,1
343,window shopping,1
940,i won't be home no more,5
779,crazy heart,2
137,lay down beside me,5
353,plain as the pain on my face,4
75,making music for money,1
342,at the station,5
745,aw heck,2
26,i'm not gonna let it bother me tonight,2
3,indian summer,5
779,i'll be loving you,5
350,"play, guitar play",5
869,veracruz,1
357,the way we make a broken heart,3
216,honey don't,3
212,take the money and run,5
360,the last to know,3
74,star of the show,1
391,incandescent blue,4
77,without love,1
442,love is thin ice,1
363,heads or tails,3
703,there must be something about me that she loves,4
814,beggar's game,2
304,ivory tower,2
570,on the surface,4
452,after the rain,1
756,heart hotels,3
554,pegasus,5
221,run and hide,2
393,face the fire,2
114,creation dream,3
572,ballad of a small man,3
289,pay my dues,5
158,21st century schizoid man,5
469,himmler's ring,2
311,you are my sunshine,1
995,hold on,1
285,no footprints,1
546,it's gonna be a long night,4
231,woman to woman,1
40,never be you,3
917,on saturday afternoons in 1963,1
536,i know what it means to be lonesome,1
130,waiting for the ufo's,4
8,my song,3
378,walkin' to my baby,4
620,cold war (this cold war with you),1
984,when i'm gone,5
798,american squirm,2
918,roses in the winter,1
188,you got the deal,2
11,everybody makes mistakes,2
7,sail away,1
967,straight from the heart,3
436,sorrow in the wind,4
489,together again,3
906,if you gotta make a fool of somebody,2
990,i want to make you smile,2
341,your hearts not in it,3
265,"baby, better start turnin' em down",1
357,you're the captain,1
252,heartbreak hotel,1
239,little drummer boy,1
125,hickory wind,1
382,rough and rocky,3
138,let the rest of the world go by,2
386,saigon,2
487,i can't get away,5
839,too deep for tears,2
354,hard life (prelude),1
231,feel the groove,5
22,take me through the night,4
278,money honey,2
417,man on the run,1
607,i didn't mean to love you,1
403,gone (like),3
441,you needed me,1
718,my radio sure sounds good to me,5
238,tonight,2
608,babes in arms,2
748,(i don't have) anymore love songs,1
620,last cheater's waltz,5
332,down on the farm,3
730,blind man,3
98,you're the only one,5
816,all i ever need is you,2
412,down on the rio grande,5
750,only daddy that'll walk the line,3
709,somewhere down the line,3
680,20 million things,2
496,it ain't easy bein' easy,5
176,make love stay,3
646,tennessee flat top box,5
721,you decorated my life,4
665,rockin' into the night,4
27,leader of the band,4
201,jane,5
153,(ghost) riders in the sky,5
992,party time,3
582,finally,3
59,red bandana,4
213,all the gold in california,5
738,i fought the law,5
334,all my life,4
929,scratch my back,3
923,i just ain't been able,4
612,little cabin home on the hill,3
442,love and happiness,2
28,dream on,3
302,pretty paper,1
622,(hey won't you play) another somebody done somebody wrong song,5
190,phoenix,4
924,crazy blue eyes,2
24,just the same,2
823,how lucky,2
120,please don't tell me how the story ends,1
606,stone cold believer,4
129,down to my last broken heart,5
135,perfect imperfection,3
143,ladies man,5
435,nobody likes sad songs,3
70,do me with love,5
161,i can't stand the rain,1
273,blue star,2
821,sweet summer lovin',3
832,before my time,2
952,the pilgrim: chapter 33,1
722,can't take it with you,5
678,blue moon with heartache,4
321,lonely in love,5
822,love me over again,2
908,hats off,2
505,navajo wrangler,4
205,gonna have a party,4
790,getting over you,4
954,face to face,2
14,the longest road,1
801,dreamers,5
732,the woman he loves,3
763,dream on cowboy,3
325,ready,4
492,reckless abandoner,2
407,ain't it amazing,2
9,midnight rain,2
8,can't you see,2
780,if we don't make it,4
158,can't forget about you,5
339,you win again,4
398,one love,5
533,what about you,1
153,i'm a fool for loving her,5
436,one night stand,1
546,sad lookin' moon,1
685,fool for love,3
18,hittin' & runnin',1
305,the ghost of another man,1
256,same old fool,5
228,very special love,5
78,bad luck streak in dancing school,5
447,dreams die hard,2
91,the royal mile,2
826,shape i'm in,3
70,am i losing your memory or mine?,2
755,fool for your love,3
952,just enough love (for one woman),3
561,here's lookin' at you,2
613,bed of coals,1
641,under the gun,1
206,you've got a lover,4
77,save me,5
783,simple song,1
25,you're learning,5
347,ever-changing woman,1
152,seeing is believing,2
651,throw out the line,3
681,rainy nights and memories,2
643,you may see me walkin',5
752,vacation,4
126,keep on dreamin',1
795,bars shouldn't have mirrors,4
36,anni,2
844,falling again,2
674,it's good to see you,3
181,undertow,3
715,i guess i've come to live here in your eyes,4
689,honky tonk dancer,5
293,the movies,1
258,"some other place, some other time",1
639,mad love,4
609,w-o-m-a-n,5
129,i keep putting off getting over you,3
653,gold watch and chain,1
83,the arms of a fool,1
474,staying with it,3
95,roll on (eighteen wheeler),5
866,if you don't like hank williams,3
798,if you're gonna play in texas (you gotta have a fiddle in the band),4
877,fallin' again,4
976,i've aged twenty years in five,2
395,lovers live longer,4
947,shoot low sheriff!,2
478,a certain girl,3
926,carry on,4
902,hurt so bad,5
561,rockabilly blues (texas 1955),2
463,here i am fallin' again,1
794,forever's as far as i'll go,2
133,angels among us,4
214,lookin' for love,4
844,i believe in you,1
181,old flame,4
370,my heart,2
479,mountain music,2
41,see you one more time,2
97,why don't you spend the night,3
117,let me love you tonight,4
464,feels so right,5
583,1959,3
584,without love,5
425,some i wrote,5
520,bone dry,4
506,(i don't have) anymore love songs,2
875,love in the first degree,1
733,a pair of old sneakers,1
482,crying my heart out over you,3
942,beatin' the odds,1
621,his lovin' her is gettin' in my way,1
995,heartbroke,4
66,uncle pen,4
570,first things first,4
996,how do you fall in love,2
794,play it all night long,1
171,give me one more shot,5
94,five o'clock 500,4
994,do you love as good as you look,5
475,she and i,1
210,detroit city,3
829,survival,5
138,sweet music man,4
678,i don't care,2
771,heart of mine,2
803,cold hard facts of love,5
39,love can't ever get better than this,5
529,little orphan annie,2
485,tennessee rose,4
61,only the heart may know,5
794,another dream just came true,1
756,i've got you to thank for that,2
341,pledging my love,1
956,someday when things are good,1
903,ghosts,1
566,the lion's share,2
527,hangin' downtown,4
930,heartbroke,3
321,traces of the western slopes,1
949,mary,3
670,i hate music,2
784,mathilda,2
309,lady luck,4
62,dealing with the devil,5
607,river blindness,3
810,the last cheater's waltz,2
308,long tall sally,4
418,rose of cimarron,2
455,it's only love,1
414,fantasy,2
601,i would crawl all the way (to the river),5
415,love or let me be lonely,5
43,now and then,4
381,so you want to be a cowboy,2
572,i've given 'bout all i can take,1
145,tiny demons,4
57,years from now,1
239,i always get lucky with you,2
361,stolen moments,2
683,i've almost jack daniels drowned,2
194,lonesome whistle,4
570,somethin to dü,2
293,more cigarettes,3
878,slow lovemakin',5
582,thanks to you,5
318,ain't it funny the way love can do ya,1
705,two hearts don't always make a pair,5
454,i'm stoned,4
332,the greatest love affair,3
45,only you (and you alone),4
660,the partner nobody chose,1
4,i wonder if i care as much,1
334,son of a rotten gambler,4
47,everywhere i turn (there's your memory),4
640,the same old girl,5
904,i love you a thousand ways,1
339,you make me feel like a man,1
765,power play,2
824,another lonesome morning,1
634,heart of the night,5
779,texas heartache,4
496,it's all i can do,3
814,ain't much more,4
953,the purple heart,4
620,life's too long (to live like this),3
711,rattlesnake,4
927,millworker,2
372,as low as you can go,3
261,exactly like you,4
523,how long has it been,2
656,i made you a woman,3
494,i love robbing banks,2
37,honky tonk down stairs,1
542,her goodbye hit me in the heart,2
509,rivers (of the hidden funk),4
310,down and out,3
728,musta notta gotta lotta,1
491,i wish you could have turned my head (and left my heart alone),4
290,the okie from muskogee's comin' home,1
335,you're so strong,2
681,ragged old truck,1
41,still right here in my heart,2
826,everytime i hear that song,2
108,i don't care (if tomorrow never comes),3
831,quinella,5
510,share your love with me,5
112,angel of the morning,1
843,that's the way love goes,5
367,through the years,4
915,elvira,2
469,ballad of hank williams,3
31,homesick,5
467,nobody falls like a fool,2
684,reasons to quit,2
902,a place to fall apart,5
324,queen of hearts,5
113,find your way back,2
81,breaking all the rules,2
444,someone could lose a heart tonight,4
159,you take me for granted,3
198,dry county,4
921,china white,2
247,i don't know where to start,1
635,dream of me,3
251,how's my ex treating you,2
858,ramblin' man,2
360,"insane, insane again",3
747,if i knew,4
902,give a damn,1
275,tennessee waltz,3
130,chance of lovin' you,5
76,pretty girl,1
579,mona lisa,1
816,break it to me gently,4
770,somewhere in the night,4
729,big city girls,4
401,after the love slips away,3
792,uncle pen,3
341,what are we doin' in love!,3
740,poor wandering one,1
620,love don't care (whose heart it breaks),5
804,love affairs,2
817,take me home,1
808,fuck school,4
322,break of dawn,2
437,i'll fly away,5
920,sometimes lovers,1
813,years after you,2
7,sixteen ways,2
540,the teddy bear song,5
766,never be lonely,4
229,too much love to hide,5
454,hallelujah i'm ready,3
226,fool like me,4
278,right or wrong,2
791,a bridge that just won't burn,1
545,raise a voice,1
946,shoot out the lights,3
778,go,5
736,influenza,5
686,sleepwalking,5
423,there stands the glass,4
611,superstar,4
9,stick it where the sun don't shine,3
869,don't let your sweet love die,3
146,i was too busy loving you,3
419,you're getting married,1
744,sharon rae,1
219,radio land,1
246,always,3
713,back street slide,4
327,dj play my blues,2
948,without love,1
327,(lost his love) on our last date,2
25,after i sing all my songs,4
569,endings,2
27,i've been down,5
394,back door stranger,4
166,the american dream,2
371,you can't run from love,5
8,the hula hula boys,5
554,deep in the heart of texas,5
315,i have loved you girl (but not like this before),3
56,heartbroke,1
74,wall of death,2
781,into the darkness,5
452,you and i,4
765,marina del rey,2
341,fool hearted memory,2
439,the only thing i have left,2
388,inspector mills,5
260,honky tonk crazy,2
637,a fire i can't put out,3
406,dancin' cowboys,1
193,no reason to quit,4
509,why am i drinkin',3
471,busted,5
644,changes comin' on,4
96,you take me for granted,1
286,i can't change my tune,5
580,don't count the rainy days,3
420,long may you run,2
338,boogie grass band,4
555,you bring out the beast in me,1
14,i may never get to heaven,4
778,in the jailhouse now,4
557,walking on a wire,1
31,hobo dreams,3
741,we must believe in magic,3
606,he's a tryer,4
729,gonna write a letter,1
993,if you wanna get to heaven,2
797,inside,2
955,ready to run,5
884,single women,4
86,you are alive,5
111,nobody's darling but mine,5
535,still taking chances,2
129,my life's been a pleasure,2
181,last cowboy song,1
288,get naked with me,1
861,you keep runnin' away,5
599,honky tonk blues,2
70,happy birthday darlin',4
571,opportunity to cry,5
536,daylight again,1
392,write your own songs,1
288,don't you ever get tired (of hurting me),5
698,my love for the rose,4
415,don't your mem'ry ever sleep at night,4
891,one of those days,1
378,a cowboy's ways,2
456,someone to believe in,2
94,midsummer nights,5
109,both sides,1
277,twenty years ago,5
873,she's a runaway,3
366,hootenanny,3
76,better days,5
996,for her love,5
659,don't seem like we've been together all our lives,5
93,jealous heart,2
564,what does it matter,5
372,blowin' like a bandit,3
397,lush life,2
345,i hurt for you,4
465,"nobody slides, my friend",5
711,salute (a lot more livin' to do),1
932,got you on my mind,4
455,falling,3
346,junior's got a gun,3
527,how i wanted to,5
50,that's not the way (it's s'posed to be),4
1,leave it to me,2
260,death by misadventure,5
385,more than you'll ever know,2
46,strong weakness,2
450,we're here to love,2
258,nobody said it was easy,3
423,givin' it back,5
393,i just want to love you forever,5
10,don't be a stranger (with eve shapiro),1
723,the gathering,5
212,every fool has a rainbow,2
311,from here to eternity,4
109,between now and forever,1
519,what a price,4
933,river of tears,2
775,no more tears,5
790,gotta serve somebody (with lacy j. dalton),4
378,livin' for the weekend,2
680,harbor lights,1
674,living with you,4
376,treatment bound,3
671,sleepless nights,3
50,maggie,3
84,sail away,2
50,don't let me be lonely,5
669,tears,2
79,forever more,1
756,we two,3
494,all my life,4
235,when you fall in love,3
524,fifteen years going up (and one night coming down),3
966,she put the sad in all his songs,4
475,today my world slipped away,2
72,way down deep,1
901,somebody's gonna love you,5
605,be there for me baby,1
385,is it over,5
190,right or wrong,4
425,stranger in my house,1
516,i.o.u.,4
477,let's fall to pieces together,4
152,we've got tonight,4
402,potential new boyfriend,5
631,you and i,4
841,80 proof bottle of tear stopper,1
566,bet your heart on me,4
338,letters from the 9th ward / walk away rene,2
497,on the radio,1
612,try,5
789,pledging my love,1
515,misery loves company,3
809,i couldn't love you more,1
184,one more reason,4
131,down on the border,4
607,what i learned from loving you,3
250,what time is it?,4
820,rainbow sleeves,1
92,autumn leaves,2
155,if you hated me,4
771,lover man (oh where can you be?),5
966,sweet dixie,1
974,i don't stand a ghost of a chance,4
901,lovin' man,5
20,the big crash,5
122,keep my motor runnin',2
924,say it isn't true,2
251,i wonder where we'd be tonight,3
862,i'll try,3
598,whispers of the north,5
442,don't you believe him,5
168,love gets dangerous,5
513,those memories of you,2
455,most of all,4
947,swingin',3
2,it's all in the game,4
141,like soldiers do,2
580,island of no return,5
502,the night goes on,3
299,in for the kill,4
8,it turns me inside out,4
83,he broke your memory last night,5
248,we had it all,5
842,special girl,2
565,baby's got a hold on me,1
174,until it's time for you to go,1
77,livin' in the limelight,1
384,there goes my love,2
505,we'll sing in the sunshine,2
586,"turn, turn, turn (to everything there is a season)",1
141,heart to heart,3
858,you took advantage of me,1
258,lorena,3
625,runaround,4
252,live and let live,5
717,what a heartache,1
43,it's not over (if i'm not over you),2
15,falling in love again,3
83,congratulations,4
448,captain lou,4
936,back to the old house,5
521,it must be a river,4
953,fallin' off the world,1
856,showdown,5
697,lush life,3
468,call it what you want to (it's still love),5
599,oh these nights,1
633,winter wonderland,2
736,we're a perfect match,4
748,breakaway,3
716,only love can break your heart,2
157,forget about me,3
332,suburbia,4
704,she's mine,5
170,it hurts as much in texas (as it did in tennessee),5
137,she used to be somebody's baby,1
894,stereo,4
990,i might have said,5
254,one of those things,4
683,every second someone breaks a heart,1
259,i've never had it bad,4
593,(it's like you) never left at all,2
991,easy way out,3
124,summer days,3
203,someone like you,4
660,endless sleep,3
87,if i had a rocket launcher,3
831,somebody's needin' somebody,3
664,til a tear becomes a rose,5
866,i need someone like me,4
118,what did you expect me to do,2
967,any old time,3
874,i should have watched that first step,5
562,lovers in a dangerous time,1
691,layin' it on the line,2
257,love comes from the other side of town,4
461,i've got a heart full of you,4
536,one of the lonely ones,2
231,dead from the heart on down,5
764,one time for old times,3
849,honor bound,3
646,stone cold heart,1
918,ten feet away,1
750,somebody should leave,2
655,does fort worth ever cross your mind,3
438,if i'd been the one,3
974,don't close your eyes,5
218,it ain't nothin',1
682,the cowboy rides away,3
505,love is alive,3
668,you could've heard a heart break,1
474,crazy,4
211,natural high,4
962,when he was on the cross (i was on his mind),2
779,mr. pain,1
187,believe in me,4
480,what about me?,2
850,girls night out,5
481,oh what a love,3
317,the coldest day of winter,5
847,the great pretender,4
815,she don't love you (like i love you),4
929,slow healing heart,5
50,she loves my car,1
248,he's taking it hard,1
365,sweet angeline,2
250,thief in my bedroom,5
476,i'm still here,3
95,melodies and memories,1
235,night games,5
346,listen to the radio,3
78,the gypsy,4
728,she's out of my life,2
993,you never cross my mind,4
541,"i can't help myself (sugar pie, honey bunch)",4
221,sleeping heart,3
685,what would your memories do,3
714,i walk the line,4
782,the boy,2
207,still losing you,5
883,all fall down,2
731,just out of reach,4
115,slow burnin' memory,4
513,corona con lima,1
47,twentieth century fox,2
929,everyone has someone they can't forget,5
892,broken lady,1
549,backstabber,4
848,don't toss us away,4
2,"touch a hand, make a friend",5
283,15 years,2
176,rockin' chair money,1
283,i wish i had a nickel,5
230,once in a very blue moon,2
53,smokin' in the rockies,3
146,black rose,3
191,send me the pillow you dream on,1
50,feelin' the feelin',3
834,she don't know,5
245,your love,2
71,when god dips his love in my heart,3
963,here comes that rainbow again,3
135,lookin' for the time (workin' girl),2
197,the call of the wreckin' ball,4
229,love is what we make it,2
866,ain't worth the powder,3
132,tonight is christmas,2
81,leona,1
437,quittin' time,3
348,as right now,2
687,i don't hurt anymore,3
668,two lonely hearts (out of hand),2
253,it's only love again,1
425,green eyes (cryin' those blue tears),3
240,new orleans,4
219,it's such a heartache,5
795,the devil's train,5
770,i know the way to you by heart,4
294,break them down,3
699,the rose of england,5
831,when the spell is broken,2
461,all the money's gone,5
433,staying afloat,4
400,pretending to care,4
213,johnee jingo,5
740,k-s-o-s,1
607,heart to heart,1
420,i let my mind wander,3
459,except for you,2
247,colder than winter,4
482,you beat all i ever saw,1
905,ain't it always that way,4
96,i wish i could write you a song,5
303,today all over again,2
340,we live in two different worlds,1
435,home again in my heart,5
898,dear john,5
543,pass it on,3
132,old upright piano,3
569,trail of time,2
730,till i get used to the pain,4
434,"soap, soup and salvation",3
151,the distance between us,2
730,at the first fall of snow,1
578,i get the picture,2
168,working in the coal mine,2
191,i can't get you off of my mind,1
665,you sure got this ol' redneck feelin' blue,5
71,river roll on,5
803,i've got the heart for you,5
941,lefty's gone,5
243,tears for you,1
969,don't cry darlin' (recitation by george jones),2
342,real love,4
222,have i got a deal for you,2
688,sutter's mill,1
759,the last of the true believers,1
40,after all these years,2
817,silver wings,4
867,the blues come around,2
986,i'm leaving now,4
917,dreamin' with you,2
860,stone in your heart,4
302,guv'ment,3
668,southern man,1
33,if i were you,4
648,if it weren't for him,3
890,i'm a fighter,5
414,a fool such as i,4
427,my sweet love ain't around,1
672,more than a whisper,5
529,heart don't fall now,1
349,god bless the u.s.a.,5
635,in too deep,3
931,last time the first time,5
616,worlds apart,3
531,headin' west,2
516,lost love,2
890,nobody in his right mind would've left her,5
876,hearts against the wind,5
423,on the other hand,3
58,you oughta be here with me,3
412,"lawyers, guns and money",4
661,blue is not a word,1
511,diamantina drover,2
671,i heard her cryin',1
975,lookin' for a new love story,5
358,a little money honey,3
879,i've seen better days,5
30,cowboy songs,5
18,calm before the storm,2
535,viola lee blues,5
388,"look at that, look at that",3
616,santa claus is coming to town,5
162,soldier of plenty,2
164,heart of gold,1
533,the passion,4
372,never give an inch,4
245,twist of the knife,4
445,good ol' boy (gettin' tough),1
964,on the front line,1
121,don't touch me there,1
563,faces without names,1
776,born in mississippi,4
557,since i started drinkin' again,3
545,stay loose,5
269,lullaby,1
846,winter wonderland,1
733,evidence of love,5
122,bury me (feat. maria mckee),4
743,there goes my heart again,1
350,you go to my head,3
213,"for christ's sake, it's christmas",3
818,till i go down,4
171,it won't hurt,2
270,take me back,5
577,the marriage,4
832,keys to me,4
828,song of songs,1
768,falling star,1
698,no place but texas,5
502,mallee boy,1
951,hopelessly yours,2
407,attracted to pain,5
544,stand beside me,4
774,it's all comin' back to me now,2
526,"true, true housewife",3
713,me and you,2
625,a lesson in love,3
462,east of midnight,3
699,if looks could kill,5
191,i'll tag along,5
471,still hold on,4
925,over and over,5
415,it's only over for you,1
996,unhappy anniversary,5
418,walkin' in jerusalem,2
84,anything for love,2
980,i taught her everything she knows,5
376,am i blue,3
164,your long journey,3
896,above and beyond (the call of love),1
263,it's such a small world,5
319,i had my heart set on you,4
712,saturday night,5
14,montana cafe,4
871,one love at a time,4
950,miner's prayer,5
347,after the lights go out,3
239,love is the way,3
839,cow town,5
261,somebody like you,3
214,my heart cracked (but it did not break),3
892,first time i met the blues,3
558,one promise too late,3
426,nobody in his right mind would've left her,4
148,honky tonk man,4
833,diggin' up bones,2
971,on the other hand,4
688,desperado love,4
694,i'll come back as another woman,1
867,love at the five & dime,5
728,that was a close one,5
110,reasons i cheat,1
68,i love you for sentimental reasons,5
372,the storms of life,1
813,stand on it,5
269,when it's christmas time in texas,1
616,i will be there,4
431,i believe in america,1
314,there's a new kid in town,2
795,i'm never gonna roam again,1
104,the waltzing fool,1
411,if she were you,3
429,just a little love,2
786,just another love,3
748,i will always love you (in my own crazy way),5
598,today i started loving you again,4
226,why'd you go and break my heart,4
33,true blue,5
39,messin' with my mind,4
385,let the music lift you up,3
354,one in a million,1
325,walk the way the wind blows,1
874,three time loser,5
29,you still get to me,5
542,living proof,5
389,forever blue,5
431,it's not my cross to bear,3
137,don't ask the reason why,5
147,untold stories,5
663,tip of my tongue,4
679,w. lee o daniel (and the light crust dough boys),5
156,the hand that rocks the cradle,3
616,where does love go,1
834,thanks a lot,3
194,somewhere in the night,4
91,why don't you believe me,1
667,the shadow of your distant friend,2
756,rogaciano el huapanguero,1
